pl_name,hostname,pl_orbper,pl_bmasse,pl_rade,st_teff,st_mass,st_rad,disc_year,disc_facility,sy_dist,ra,dec,pl_eqt,pl_dens
HATS-17 b,HATS-17,16.254611,425.25654,8.709393,5846.0,1.131,1.091,2016,HATSouth,400.331,192.1895676,-47.6136789,814.0,3.5
Kepler-771 b,Kepler-771,8.73485836,,1.82,5906.0,1.03,1.05,2016,Kepler,1393.85,287.4441104,38.0884183,,
Kepler-1493 b,Kepler-1493,15.0217983,,1.41,5863.0,1.06,1.29,2016,Kepler,555.051,288.5493683,38.5651973,,
Kepler-1185 b,Kepler-1185,104.3518976,,1.33,5622.0,0.96,0.87,2016,Kepler,459.273,287.2411783,39.3326977,,
TOI-1693 b,TOI-1693,1.7666957,,1.41,3499.0,0.49,0.46,2022,Transiting Exoplanet Survey Satellite (TESS),30.7947,90.3083455,34.7730904,764.0,
Kepler-62 e,Kepler-62,122.3874,36.0,1.61,4925.0,0.69,0.64,2013,Kepler,300.874,283.2125621,45.3496992,270.0,
TOI-1803 c,TOI-1803,12.885779,8.0,4.29,4687.0,0.756,0.715,2025,Transiting Exoplanet Survey Satellite (TESS),119.24,178.0461054,35.1718001,588.0,0.419035
Kepler-730 c,Kepler-730,2.85188338,,1.56926,5620.0,1.047,1.411,2018,Kepler,1935.04,285.5547895,45.578842,1607.0,
Kepler-381 c,Kepler-381,13.391635,,1.12,6152.0,,1.568,2014,Kepler,267.323,285.1828685,43.8310283,,
WASP-92 b,WASP-92,2.1746742,255.85315,16.376349,6280.0,1.19,1.341,2016,SuperWASP,575.889,246.6920395,51.0411328,1871.0,0.346
K2-202 b,K2-202,3.405164,,2.30165603,5491.0,0.971461,0.910685,2018,K2,300.397,283.2643203,-22.4070553,,
Kepler-368 b,Kepler-368,26.84768,,3.26,5502.0,,2.019,2014,Kepler,770.978,291.880018,45.3878419,,
LP 791-18 b,LP 791-18,0.9479981,,1.212,2960.0,0.139,0.182,2019,Transiting Exoplanet Survey Satellite (TESS),26.4927,165.6904843,-16.4064445,564.3,
Kepler-1431 b,Kepler-1431,5.86601526,,1.47,5806.0,1.03,1.03,2016,Kepler,1623.24,292.6583919,49.8651522,,
Kepler-1420 b,Kepler-1420,6.69960006,,1.28,5187.0,0.82,0.79,2016,Kepler,1054.37,296.2038586,42.7778165,,
Kepler-1856 b,Kepler-1856,1.302000046,,1.73447868,4948.0,0.782,0.816,2021,Kepler,848.76,295.9091695,51.3478777,,
K2-325 b,K2-325,6.93,,2.2,3287.0,0.274,0.298,2020,K2,111.638,353.9169507,-7.6867213,423.0,
TOI-5126 c,TOI-5126,17.8999,,3.86,6150.0,1.24,1.241,2023,Transiting Exoplanet Survey Satellite (TESS),160.414,151.6597827,18.6340631,971.0,
Kepler-1996 b,Kepler-1996,32.376183,,2.26,4580.0,0.748,0.675,2023,Kepler,440.561,285.2537555,46.5822183,392.0,
Kepler-120 c,Kepler-120,12.794585,,1.53,4096.0,,0.534,2014,Kepler,388.63,287.8915707,39.3390979,,
Kepler-1919 b,Kepler-1919,37.88660049,,2.62390658,5513.0,0.868,0.818,2021,Kepler,1177.53,283.1319153,43.956005,,
K2-378 b,K2-378,2.060438,,2.88,4823.0,0.923,0.732,2022,K2,687.973,205.1596569,-11.1172332,,
TOI-4010 c,TOI-4010,5.414654,20.31,5.93,4960.0,0.88,0.83,2023,Transiting Exoplanet Survey Satellite (TESS),177.504,20.2148196,66.0722009,907.0,0.5
K2-193 b,K2-193,14.786889,,3.95,5817.0,1.01,0.98,2018,K2,411.923,205.2371043,-11.0093342,739.0,
Kepler-363 c,Kepler-363,7.542427,,1.69,5593.0,,1.485,2014,Kepler,762.596,283.1920779,41.3054172,,
Kepler-1301 b,Kepler-1301,9.08237046,,1.4,5188.0,0.85,0.81,2016,Kepler,854.28,286.6041816,42.4403309,,
HD 23472 d,HD 23472,3.97664,0.55,0.75,4684.0,0.67,0.71,2022,Transiting Exoplanet Survey Satellite (TESS),39.0341,55.4590314,-62.7672667,909.0,7.5
TOI-2583 A b,TOI-2583 A,4.5207265,79.45710175,14.4595851,5936.0,1.215,1.477,2023,Transiting Exoplanet Survey Satellite (TESS),566.189,272.2670293,45.3368996,1456.0,0.144
Kepler-1986 b,Kepler-1986,19.5489666,,1.89,5549.0,0.776,0.732,2023,Kepler,912.085,292.9582727,42.8548909,579.0,
Kepler-589 c,Kepler-589,3.52466011,,1.11727238,5372.0,0.832,0.916,2021,Kepler,612.803,280.6414331,47.7520581,,
HD 23472 c,HD 23472,29.79749,3.41,1.87,4684.0,0.67,0.71,2019,Transiting Exoplanet Survey Satellite (TESS),39.0341,55.4590314,-62.7672667,467.0,3.1
Kepler-789 b,Kepler-789,8.63847725,,2.12,5870.0,1.01,1.02,2016,Kepler,1480.16,295.9751549,38.9466396,,
TOI-2096 c,TOI-2096,6.38784,,1.914,3300.0,0.231,0.235,2023,Transiting Exoplanet Survey Satellite (TESS),48.4809,151.6186989,74.8272107,349.0,
K2-63 b,K2-63,20.257,,3.22,6771.0,1.4,1.63,2016,K2,517.534,333.4267738,-12.0663429,,
Kepler-535 b,Kepler-535,4.903321551,,2.36,6123.0,1.18,1.27,2016,Kepler,685.599,296.5666587,49.6961742,,
Kepler-534 c,Kepler-534,7.378689766,,1.227,5936.0,1.075,0.965,2021,Kepler,570.659,296.4185696,49.540148,,
Kepler-1073 d,Kepler-1073,2.504760027,,1.48770949,5509.0,0.924,1.116,2021,Kepler,809.897,294.1527259,38.2330886,,
Kepler-47 b,Kepler-47,49.4643,2.07,3.05,,0.957,0.936,2012,Kepler,1025.02,295.2978883,46.9204303,,0.4
KIC 8540376 c,KOI-7892,75.2,,2.4,6474.0,1.04,1.26,2015,Kepler,1072.3,282.3775397,44.694569,,
TOI-2076 d,TOI-2076,35.125686,29.0,3.43087751,5192.0,0.8557,0.796,2021,Transiting Exoplanet Survey Satellite (TESS),41.9091,217.3920159,39.7903991,457.68,4.0
HATS-48 A b,HATS-48 A,3.1316666,77.23269,8.9672,4546.0,0.7279,0.7152,2020,HATSouth,263.609,288.6720048,-59.5793505,954.6,0.589
K2-170 b,K2-170,7.576544,,1.41817537,5748.0,0.963657,0.981614,2018,K2,392.872,335.4506923,-14.5933554,,
TOI-332 b,TOI-332,0.777038,57.2,3.2,5251.0,0.88,0.87,2023,Transiting Exoplanet Survey Satellite (TESS),222.852,348.0589516,-44.8764852,1871.0,9.6
TOI-1224 c,TOI-1224,17.945466,,2.884,3326.0,0.4,0.404,2024,Transiting Exoplanet Survey Satellite (TESS),37.3312,37.1978356,-80.8991053,,
HIP 113103 b,HIP 113103,7.610303,,1.829,4930.0,0.761,0.742,2023,Transiting Exoplanet Survey Satellite (TESS),46.2122,343.5723794,-43.0102291,721.0,
Kepler-1361 b,Kepler-1361,3.57554956,,0.86,5131.0,0.83,0.79,2016,Kepler,389.143,283.5653603,46.9042278,,
WASP-50 b,WASP-50,1.9551,466.828704,13.069694,5400.0,0.892,0.843,2011,SuperWASP,184.848,43.6880738,-10.8980242,1394.84,1.325
TOI-1438 b,TOI-1438,5.13967,9.4,3.04,5230.0,0.876,0.82,2025,Transiting Exoplanet Survey Satellite (TESS),110.513,280.9237844,74.9378327,971.0,1.8
TOI-1438 c,TOI-1438,9.428089,10.6,2.75,5230.0,0.876,0.82,2025,Transiting Exoplanet Survey Satellite (TESS),110.513,280.9237844,74.9378327,794.0,2.9
Kepler-977 b,Kepler-977,26.85328322,,2.62,5315.0,0.87,0.83,2016,Kepler,568.751,291.5161959,42.2480736,,
Kepler-305 e,Kepler-305,3.20538,,1.7938153,4974.0,0.82,0.827279,2020,Kepler,868.477,299.2242557,40.343167,,
Kepler-1743 b,Kepler-1743,7.649710178,,1.59887007,5855.0,1.266,1.613,2021,Kepler,538.807,290.5523552,48.1262575,,
TOI-4443.01,TOI-4443,1.8498567,,1.7193265,5834.0,1.049133,1.01733,2024,Transiting Exoplanet Survey Satellite (TESS),56.0739,274.2686643,21.9095459,1638.82,
WASP-83 b,WASP-83,4.971252,95.349,11.65736,5510.0,1.11,1.05,2015,SuperWASP,271.103,190.1519558,-19.2843527,1120.0,0.35
Kepler-547 b,Kepler-547,6.010384289,,4.0,4828.0,0.78,0.73,2016,Kepler,378.972,286.1185888,44.3452063,,
Kepler-1336 c,Kepler-1336,5.77721211,,1.71,5512.0,0.94,1.3,2016,Kepler,1126.64,296.2776587,46.8998006,,
Kepler-882 b,Kepler-882,3.989539666,,1.23,5476.0,0.9,0.87,2016,Kepler,504.605,294.6500256,43.3356106,,
Kepler-172 d,Kepler-172,14.627119,,2.25,5526.0,,1.085,2014,Kepler,828.592,283.3684093,41.821839,,
Kepler-1828 b,Kepler-1828,10.2737999,,2.11598626,5806.0,0.996,0.899,2021,Kepler,871.81,292.4275963,37.3207616,,
Kepler-1746 b,Kepler-1746,321.2120056,,8.93504475,6018.0,1.09,1.286,2021,Kepler,979.541,288.3203979,42.2613874,,
Kepler-1261 b,Kepler-1261,48.4308991,,2.26,5006.0,0.82,0.77,2016,Kepler,744.294,285.2324786,48.8066963,,
K2-26 b,K2-26,14.5665,,2.67,3785.0,0.56,0.52,2016,K2,99.0504,94.2064312,24.5958335,430.0,
Kepler-862 b,Kepler-862,3.148664534,,2.21,5333.0,0.88,0.84,2016,Kepler,1039.03,297.7792466,46.4926688,,
K2-246 b,K2-246,5.76918,,3.49,5610.0,0.87,0.94,2018,K2,703.616,181.6296115,-1.1606,977.0,
KELT-21 b,KELT-21,3.6127647,1242.7153,17.777474,7598.0,1.458,1.638,2018,KELT-North,470.878,304.8000322,32.5810446,2051.0,1.24
Kepler-193 c,Kepler-193,50.697494,,2.75,6335.0,,1.147,2014,Kepler,1009.1,296.4985951,46.5772484,,
Kepler-1502 b,Kepler-1502,41.7083629,,3.18,6666.0,1.44,1.72,2016,Kepler,1514.02,296.1079271,39.3199201,,
XO-4 b,XO-4,4.12508,451.3186,14.01125,6397.0,1.1,1.45,2010,Lowell Observatory,272.655,110.3880285,58.2681094,,
TOI-559 b,TOI-559,6.9839095,1910.14872607,12.22899794,5925.0,1.026,1.233,2021,Transiting Exoplanet Survey Satellite (TESS),233.266,46.8186159,-31.1629951,1180.0,5.74
Kepler-39 b,Kepler-39,21.08721,6388.1,13.9,6350.0,1.29,1.4,2011,Kepler,1057.41,296.9603348,46.0342954,897.0,13.0
WASP-169 b,WASP-169,5.6114118,178.30263,14.616536,6110.0,1.337,2.011,2019,WASP-South,627.066,127.3872297,-12.9447683,1604.0,0.33
Kepler-534 b,Kepler-534,15.95994513,,2.24,5884.0,1.05,0.98,2016,Kepler,570.659,296.4185696,49.540148,,
TOI-2095 b,TOI-2095,17.66484,4.1,1.25,3759.0,0.44,0.44,2023,Transiting Exoplanet Survey Satellite (TESS),41.9176,285.6365235,75.4185135,347.0,
K2-196 b,K2-196,48.324222,,3.59970536,6045.0,1.162095,1.538801,2018,K2,584.877,200.4562487,-8.4717104,,
HAT-P-39 b,HAT-P-39,3.54387,190.372,17.609,6430.0,1.404,1.625,2012,HATNet,697.004,113.7582526,17.8300283,1752.0,0.19
Kepler-1845 b,Kepler-1845,11.60649967,,2.43836702,4703.0,0.686,0.701,2021,Kepler,710.724,292.9016226,38.297032,,
Kepler-524 b,Kepler-524,7.97419807,,1.91,6014.0,1.09,1.1,2016,Kepler,1058.24,296.8591787,49.1620125,,
Kepler-386 b,Kepler-386,12.31043,,1.39,5178.0,,0.767,2014,Kepler,882.462,289.8589165,48.6938077,,
Kepler-430 c,Kepler-430,110.979,,1.75,5884.0,1.166,1.485,2015,Kepler,917.477,292.8085984,49.5794242,458.0,
Kepler-104 b,Kepler-104,11.427548,,3.1,5711.0,,1.349,2014,Kepler,400.785,287.6046621,42.1665104,,
Kepler-191 b,Kepler-191,9.939632,,1.34,5282.0,,0.789,2014,Kepler,594.464,291.1833211,45.3230937,,
Kepler-1500 b,Kepler-1500,15.0330105,,1.2,5845.0,1.0,1.0,2016,Kepler,1217.82,288.883474,39.7446547,,
TOI-892 b,TOI-892,10.62656,301.9385,11.99363,6261.0,1.28,1.39,2020,Transiting Exoplanet Survey Satellite (TESS),340.543,86.738228,-11.2353401,1397.0,
K2-64 b,K2-64,6.53044,,2.07,5312.0,0.741,0.726,2016,K2,499.891,332.4138478,-11.4286687,,
Kepler-748 b,Kepler-748,7.40742793,,2.52,5934.0,1.07,1.1,2016,Kepler,1705.99,292.2628779,37.2369732,,
Kepler-1780 b,Kepler-1780,109.4449997,,3.60600667,5403.0,0.868,0.868,2021,Kepler,790.516,294.0839282,42.8095104,,
Kepler-616 d,Kepler-616,51.06740189,,2.653,6004.0,1.061,0.977,2021,Kepler,945.775,294.989137,46.8383058,,
K2-284 b,K2-284,4.795069,,2.78,4140.0,0.63,0.607,2018,K2,107.272,79.1407971,20.2549034,653.0,
Kepler-1893 b,Kepler-1893,4.179369926,,1.70557445,5633.0,0.973,1.162,2021,Kepler,1050.72,298.4012866,44.8381709,,
Kepler-1265 b,Kepler-1265,6.49441289,,1.35,4630.0,0.71,0.69,2016,Kepler,583.641,284.5858364,47.0795646,,
Kepler-1311 d,Kepler-1311,197.5110016,,9.65837605,5616.0,1.032,1.674,2021,Kepler,866.331,289.6512597,43.8244445,,
Kepler-527 b,Kepler-527,13.28535633,,2.84,6388.0,1.28,1.45,2016,Kepler,750.04,290.957913,47.4062673,,
Kepler-1363 b,Kepler-1363,2.94194094,,1.25,4839.0,0.76,0.72,2016,Kepler,541.714,296.9964872,49.2563228,,
TOI-1472 b,TOI-1472,6.36381,16.5,4.15964583,5133.0,0.9154,0.8377,2024,Transiting Exoplanet Survey Satellite (TESS),121.84,14.1142611,48.6375168,811.14,1.24
Kepler-1548 b,Kepler-1548,124.828679,,2.64,5706.0,0.99,0.97,2016,Kepler,872.279,287.4711817,46.0805706,,
Kepler-197 b,Kepler-197,5.599308,,1.02,6004.0,,1.12,2014,Kepler,330.575,295.2264739,50.5592348,,
Kepler-1801 b,Kepler-1801,10.44089985,,2.70926154,5738.0,0.936,0.981,2021,Kepler,839.332,295.1640095,39.2014024,,
NGTS-20 b,NGTS-20,54.18915,947.12865286,11.99360935,5980.0,1.47,1.78,2022,Transiting Exoplanet Survey Satellite (TESS),382.898,46.2926368,-21.9336472,688.0,
CoRoT-24 c,CoRoT-24,11.759,28.0,5.0,4950.0,0.91,0.86,2014,CoRoT,591.555,101.922543,-3.7192892,850.0,1.3
Kepler-31 b,Kepler-31,20.8613,,5.5,6340.0,1.21,1.22,2011,Kepler,1664.64,294.0230229,45.8530535,,
Kepler-60 b,Kepler-60,7.1334,4.19,1.71,5905.0,1.041,1.257,2012,Kepler,1025.1,288.9612535,42.2650472,,4.62
K2-90 b,K2-90,13.733314,,2.6,4484.0,0.629,0.619,2016,K2,134.188,59.1527391,22.4724517,502.0,
Qatar-6 b,Qatar-6,3.506195,212.31044,11.903958,5052.0,0.822,0.722,2017,Qatar,100.848,222.2100773,22.1526136,1006.0,
WASP-57 b,WASP-57,2.83891856,204.68252,11.76945,5600.0,0.886,0.927,2012,SuperWASP,398.276,223.8199788,-2.0576866,1338.0,0.693
TOI-1260 c,TOI-1260,7.493134,13.2,2.76,4227.0,0.679,0.672,2021,Transiting Exoplanet Survey Satellite (TESS),73.5977,157.1440712,65.8541986,651.0,3.45
CoRoT-13 b,CoRoT-13,4.03519,415.704,9.92,5945.0,1.09,1.01,2010,CoRoT,1148.93,102.7211432,-5.0864557,1700.0,2.34
K2-188 c,K2-188,7.810253,,2.83,5977.0,1.06,1.19,2018,K2,446.821,129.8137008,23.3574367,1026.0,
K2-159 b,K2-159,12.42205,,2.26,5425.0,0.9,0.83,2018,K2,170.998,180.5408896,-3.5809053,684.0,
Kepler-1825 b,Kepler-1825,1.025869966,,1.42200732,5123.0,0.828,0.847,2021,Kepler,430.254,292.5140647,42.6517554,,
Kepler-493 b,Kepler-493,3.003876581,,15.13,6457.0,1.36,1.54,2016,Kepler,1745.77,295.3075252,38.8815716,,
Kepler-649 b,Kepler-649,29.90722674,,2.26,5871.0,0.97,0.94,2016,Kepler,513.748,285.6558336,45.0794516,,
Kepler-1264 b,Kepler-1264,0.968526023,,1.18,5791.0,0.99,0.98,2016,Kepler,801.993,289.8844102,45.2115075,,
KELT-8 b,KELT-8,3.24406,209.7678,18.15858,5754.0,0.81,1.46,2015,KELT,197.572,283.3054489,24.1272483,,
Kepler-138 d,Kepler-138,23.0923,2.1,1.51,3841.0,0.535,0.535,2014,Kepler,66.8624,290.3814122,43.2930645,345.0,3.6
K2-58 b,K2-58,7.05254,,2.68,5413.0,0.89,0.86,2016,K2,181.746,333.8218395,-14.049857,,
Kepler-180 b,Kepler-180,13.817124,,1.5,5731.0,,1.063,2014,Kepler,695.65,295.5712566,49.774514,,
Kepler-266 c,Kepler-266,107.723601,,3.89,5885.0,,1.028,2014,Kepler,1370.79,294.4843821,44.1669355,,
Kepler-1112 b,Kepler-1112,14.36267939,,3.02,6496.0,1.34,1.54,2016,Kepler,1671.28,296.9687937,47.7514799,,
TOI-615 b,TOI-615,4.6615983,138.25535705,18.97680433,6850.0,1.449,1.732,2023,Transiting Exoplanet Survey Satellite (TESS),360.408,133.4086892,-40.543701,1666.0,0.084
Kepler-849 b,Kepler-849,394.62508,298.75870258,8.08167508,5950.0,1.259,1.822,2016,Kepler,822.134,290.8517961,48.5213243,362.7,3.09
Kepler-299 b,Kepler-299,2.927128,,1.32,5617.0,,1.032,2014,Kepler,1052.24,283.2070156,48.5805222,,
HAT-P-21 b,HAT-P-21,4.12448,1547.8321,12.44199,5588.0,1.24,1.21,2010,HATNet,277.278,171.2749348,41.0280207,,
Kepler-908 b,Kepler-908,1.340597468,,1.22,5973.0,1.11,1.12,2016,Kepler,290.843,295.3225434,39.3764624,,
Kepler-804 c,Kepler-804,9.65185017,,1.14,5817.0,1.01,1.05,2016,Kepler,649.65,293.3722109,44.7851812,,
Kepler-256 d,Kepler-256,5.839172,,2.48,5551.0,,1.301,2014,Kepler,1026.43,292.58042,46.0973588,,
Kepler-190 b,Kepler-190,2.019999,,1.56,5106.0,,0.795,2014,Kepler,433.387,288.5839761,44.7337701,,
WASP-31 b,WASP-31,3.4059096,151.916,17.363,6302.0,1.163,1.252,2010,SuperWASP,383.829,169.4388603,-19.0547781,,0.172
HD 25463 c,HD 25463,3.04405,4.3,1.36354953,6353.0,1.251,1.4182,2023,Transiting Exoplanet Survey Satellite (TESS),45.6181,60.7483361,9.2077676,1585.57,9.09
K2-343 b,K2-343,2.787174,,1.65,3804.0,0.49,0.46,2021,K2,166.169,134.2021746,21.5026882,653.0,
WASP-22 b,WASP-22,3.53269,212.9461,13.78707,6000.0,1.46,1.24,2010,SuperWASP,317.652,52.8180374,-23.8197924,,
Kepler-344 c,Kepler-344,125.596809,,2.95,5774.0,,0.976,2014,Kepler,1002.94,292.4996101,46.3243406,,
Kepler-1143 c,Kepler-1143,210.630591,,3.6,5053.0,0.81,0.77,2016,Kepler,555.189,287.302772,39.2896399,,
K2-168 b,K2-168,15.8523,,1.86,5502.7,0.877,0.83,2018,K2,243.935,333.1100738,-16.3418863,766.35,
Kepler-33 d,Kepler-33,21.77596,,5.35,5904.0,1.291,1.82,2011,Kepler,1209.16,289.0775348,46.0051696,,
TOI-1776 b,TOI-1776,2.799868,1.4,1.21612741,5785.0,0.9196,0.9356,2024,Transiting Exoplanet Survey Satellite (TESS),44.647,164.7772913,40.9837182,1269.21,4.13
Kepler-666 b,Kepler-666,4.49876092,,2.4,5887.0,1.03,1.05,2016,Kepler,1508.71,298.4568899,48.7915925,,
K2-208 b,K2-208,4.19097,,1.67462172,5500.0,0.881,0.872,2018,K2,256.887,20.7789809,0.8890076,1122.0,
K2-352 c,K2-352,8.234885,,1.92,5791.0,0.98,0.95,2021,K2,176.051,140.4451478,18.469628,885.0,
HAT-P-4 b,HAT-P-4,3.056536,213.255,14.28,5860.0,1.248,1.596,2007,HATNet,320.451,229.99122,36.229545,1686.0,0.403
Kepler-995 b,Kepler-995,28.26731672,,2.7,5206.0,0.83,0.8,2016,Kepler,609.638,284.6157154,39.130998,,
Kepler-149 b,Kepler-149,29.198943,,4.21,5381.0,,0.953,2014,Kepler,571.034,285.8537014,38.3840916,,
WASP-130 b,WASP-130,11.55098,390.9309,9.97601,5625.0,1.04,0.96,2016,SuperWASP-South,172.256,203.1060194,-42.4752733,833.0,2.34
Kepler-858 b,Kepler-858,76.13602028,,4.87,5653.0,0.96,0.91,2016,Kepler,298.532,288.8488552,51.2090375,,
K2-136 c,K2-136,17.30713,18.1,3.0,4500.0,0.742,0.677,2017,K2,59.2474,67.4128615,22.8825674,470.0,3.69
Kepler-1802 c,Kepler-1802,33.13610077,,2.322,4245.0,0.649,0.637,2021,Kepler,636.694,300.2420869,44.1412854,,
Kepler-259 c,Kepler-259,36.924931,,2.7,5938.0,,0.898,2014,Kepler,1002.14,288.2119707,46.6150461,,
Kepler-605 b,Kepler-605,3.383538066,,1.44,5462.0,0.91,0.88,2016,Kepler,556.58,287.2954015,43.2798677,,
TOI-2427 b,TOI-2427,1.3060011,,1.8,4072.0,0.64,0.65,2022,Transiting Exoplanet Survey Satellite (TESS),28.5147,52.2917315,-31.3628665,1117.0,
K2-243 b,K2-243,11.54182,,2.17,6570.0,1.29,1.39,2018,K2,266.864,181.1211419,-4.8991358,1035.0,
HATS-32 b,HATS-32,2.8126548,292.4036,14.000041,5700.0,1.099,1.097,2016,HATSouth,745.116,346.0750861,-21.2720168,1437.0,0.58
L 168-9 b,L 168-9,1.40152604,4.07,1.63,3842.0,0.614,0.604,2020,Transiting Exoplanet Survey Satellite (TESS),25.1496,350.0285917,-60.0657292,998.0,5.18
Kepler-194 c,Kepler-194,17.308032,,2.59,6089.0,,1.025,2014,Kepler,1097.97,291.971429,47.8640498,,
Kepler-1592 b,Kepler-1592,3.05710069,,1.54,6213.0,1.18,1.28,2016,Kepler,1639.47,293.850623,38.3977379,,
Kepler-1395 b,Kepler-1395,3.78470649,,0.8,6138.0,1.17,1.23,2016,Kepler,492.894,292.3374945,47.6641732,,
TrES-2 b,TrES-2,2.47063,473.5667,15.24424,5850.0,1.36,1.12,2006,TrES,215.32,286.8085258,49.3164211,,
Kepler-508 b,Kepler-508,25.30889748,,1.64,6025.0,1.16,1.25,2016,Kepler,324.618,295.4042546,42.9812789,,
Kepler-931 b,Kepler-931,8.03755877,,1.33,5241.0,0.86,0.81,2016,Kepler,,297.1326937,42.7682885,,
Kepler-1280 b,Kepler-1280,66.5579057,,1.87,6227.0,1.2,1.32,2016,Kepler,1486.7,293.5738933,45.3844919,,
Kepler-876 b,Kepler-876,5.14438011,,1.43,5060.0,0.81,0.77,2016,Kepler,820.913,283.4781717,43.3837235,,
OGLE-TR-211 b,OGLE-TR-211,3.67724,327.351,15.244,6325.0,1.33,1.64,2007,OGLE,1515.26,160.0598236,-62.4555353,,
Kepler-1762 b,Kepler-1762,29.53910065,,2.76022913,6572.0,1.298,1.238,2021,Kepler,1663.74,290.4931471,39.7855117,,
TOI-1806.01,TOI-1806,15.1454693,,3.4095367,3272.0,0.392935,0.401575,2024,Transiting Exoplanet Survey Satellite (TESS),55.5211,166.1181474,30.4585763,337.47,
Kepler-1673 b,Kepler-1673,33.7888,,2.9355194,6014.95,1.11,1.13166,2020,Kepler,727.187,285.6671724,48.7195865,,
Kepler-1343 b,Kepler-1343,3.35183158,,1.93,5759.0,0.95,0.93,2016,Kepler,1756.71,294.294483,50.725385,,
Kepler-389 b,Kepler-389,3.244107,,1.51,5376.0,,0.792,2014,Kepler,816.559,291.9600082,44.9000587,,
Kepler-865 b,Kepler-865,14.16399294,,2.49,5570.0,0.93,0.92,2016,Kepler,586.137,297.7242257,43.5272796,,
TOI-1386 b,TOI-1386,25.8401,45.8,6.2163865,5735.0,1.0363,1.0235,2024,Transiting Exoplanet Survey Satellite (TESS),146.858,334.5041029,54.3190454,615.03,1.04
Kepler-20 f,Kepler-20,19.578328,1.4,0.952,5495.0,0.929,0.9164,2011,Kepler,282.563,287.6979913,42.3385782,681.0,8.4
Kepler-764 b,Kepler-764,7.33683936,,1.64,5557.0,0.92,0.89,2016,Kepler,1047.84,297.3931183,47.1645814,,
TOI-5293 A b,TOI-5293 A,2.930289,170.4,11.9,3586.0,0.54,0.52,2023,Transiting Exoplanet Survey Satellite (TESS),162.229,355.828682,-2.0450945,675.0,0.56
WTS-1 b,WTS-1,3.352057,1274.44,16.7,6250.0,1.2,1.15,2012,United Kingdom Infrared Telescope,2346.01,293.9850284,36.2962939,1500.0,1.61
Kepler-1051 b,Kepler-1051,25.96200249,,3.4,6675.0,1.43,1.73,2016,Kepler,829.343,295.1581062,40.8988186,,
Kepler-1165 b,Kepler-1165,9.478522,,1.55,6080.0,1.13,1.18,2016,Kepler,1575.2,286.9712284,44.7082669,,
Kepler-788 b,Kepler-788,8.39846269,,2.55,6159.0,1.16,1.23,2016,Kepler,1775.8,290.0004154,38.5398551,,
Kepler-1312 b,Kepler-1312,5.448325286,,2.1,5719.0,0.99,0.92,2016,Kepler,299.104,292.9712801,41.0357494,,
HATS-30 b,HATS-30,3.1743516,224.38798,13.170575,5943.0,1.093,1.061,2016,HATSouth,342.14,5.618525,-59.9425892,1414.0,0.543
Kepler-625 c,Kepler-625,4.1653651,,1.05,5789.0,1.04,0.96,2016,Kepler,760.708,292.1504723,39.6375254,,
WASP-80 b,WASP-80,3.06785234,170.99254,11.197791,4143.0,0.577,0.586,2012,SuperWASP,49.7876,303.1667996,-2.1444369,825.0,0.717
KOI-12 b,KOI-12,17.855182,349.613,13.78707,,1.5,1.4,2015,Kepler,399.398,297.4537402,41.0110188,,
SWEEPS-4 b,SWEEPS-4,4.2,1207.7,9.079,,1.24,1.18,2006,Hubble Space Telescope,,269.7246667,-29.1890556,,
KOI-217 b,KOI-217,3.90512,,12.442,5545.0,0.95,0.86,2010,Kepler,914.699,294.8654667,46.2858128,,
Kepler-1057 b,Kepler-1057,14.08827448,,3.36,5987.0,1.07,1.1,2016,Kepler,1201.82,297.4521311,41.5580816,,
K2-219 b,K2-219,3.901287,,1.34762583,5753.0,1.021545,1.189232,2018,K2,325.4,12.8452963,8.8675474,,
Kepler-569 b,Kepler-569,34.18890521,,3.16,5616.0,0.95,0.93,2016,Kepler,638.301,283.507219,48.552633,,
TOI-4153 b,TOI-4153,4.6174141,365.50266805,16.11851425,6860.0,1.572,1.605,2024,Transiting Exoplanet Survey Satellite (TESS),423.84,335.3934698,82.2160792,1669.0,0.477
Kepler-1048 b,Kepler-1048,6.92101021,,1.61,4651.0,0.75,0.7,2016,Kepler,556.006,281.8983042,42.1657112,,
Kepler-1434 b,Kepler-1434,8.05333618,,1.11,6291.0,1.47,2.04,2016,Kepler,775.529,295.5384415,51.2030002,,
Kepler-104 d,Kepler-104,51.755394,,3.58,5711.0,,1.349,2014,Kepler,400.785,287.6046621,42.1665104,,
Kepler-1556 b,Kepler-1556,8.82713457,,1.96,5608.0,0.97,0.95,2016,Kepler,944.54,288.3969751,40.2131892,,
Kepler-1552 b,Kepler-1552,184.771853,,2.47,5202.0,0.85,0.78,2016,Kepler,769.096,291.6768669,38.8749152,,
Kepler-940 b,Kepler-940,59.6225257,,3.34,5769.0,0.97,0.96,2016,Kepler,1260.78,294.2413053,47.2759642,,
Kepler-1120 b,Kepler-1120,2.949029052,,1.38,4904.0,0.78,0.74,2016,Kepler,615.231,290.9144516,42.2865522,,
Kepler-1924 b,Kepler-1924,15.33170033,,2.65446572,5726.0,1.018,1.285,2021,Kepler,1910.77,293.767386,42.8291562,,
HD 88986 b,HD 88986,146.05,17.2,2.49,5861.0,1.25,1.543,2023,Haute-Provence Observatory,33.2673,154.1166869,28.6820708,460.0,6.1
